RegionID,RegionName,City,State,Metro,CountyName,SizeRank,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01
273140,Carmel Valley,San Diego,CA,San Diego,San Diego,133,519300,520600,526600,535500,544100,550200,554100,557800,562300,569400,578500,584900,588200
46793,North Highlands,Sacramento,CA,Sacramento,Sacramento,134,194100,194700,196600,199500,202200,204300,206600,208900,211000,214400,218200,221500,225300
214976,Richmond,Philadelphia,PA,Philadelphia,Philadelphia,135,114200,116300,117000,115000,113600,115000,116700,117600,118400,119600,120600,120800,120600
274983,Parkway Village-Oakhaven,Memphis,TN,Memphis,Shelby,136,54700,55700,55900,56400,57500,59100,60300,61400,62600,63200,63200,63200,63300
154399,East Boston,Boston,MA,Boston,Suffolk,137,383100,387500,391800,396700,401000,403500,405800,409300,411800,414500,419000,421600,421700
272874,Bay Area,Corpus Christi,TX,Corpus Christi,Nueces,138,124400,125600,126100,126100,125600,125600,126000,126100,126700,127300,127400,127600,127900
268938,Coral Way,Miami,FL,Miami-Fort Lauderdale,Miami-Dade,139,359700,358700,354200,349500,349300,352300,354900,357300,360800,363000,361400,358800,358600
274517,Mid Wilshire,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,140,730400,733400,746400,757300,757000,755400,756900,756800,757000,763000,771200,777000,778900
276351,Greater Heights,Houston,TX,Houston,Harris,141,312000,307200,305500,307500,309900,310500,316900,327000,330900,332000,335400,335900,334600
267919,Desert View,Phoenix,AZ,Phoenix,Maricopa,142,282700,277000,273400,276000,280500,282500,282700,282700,283400,284200,285400,286800,287300
116415,Mar Vista,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,143,972700,972600,970700,969700,972700,981600,987800,997300,1020900,1053300,1063600,1059500,1057500
271985,South End,Tacoma,WA,Seattle,Pierce,144,183500,185400,187200,189100,191200,192800,193800,195300,197200,198800,200400,203500,207100
269608,South Shore,Chicago,IL,Chicago,Cook,145,86100,86200,87200,88800,89600,88900,88500,88500,88600,89200,90000,89700,89400
154795,Jamaica Plain,Boston,MA,Boston,Suffolk,146,457500,463200,468400,474500,482100,486700,487400,487900,489600,491100,492500,492400,492100
6018,Montbello,Denver,CO,Denver,Denver,147,247200,248900,251600,254600,257600,259600,260200,259800,259600,260800,263700,266700,268900
276537,River Oaks-Kirby-Balmoral,Memphis,TN,Memphis,Shelby,148,80400,79700,78400,77800,78400,79400,79700,79800,80300,81100,82800,84700,85700
26134,Newhall,Santa Clarita,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,149,286900,290600,293200,295300,296700,296300,293700,292500,293900,296400,299600,304300,307400
273930,Harbor Gateway,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,150,437200,440100,444600,452000,458500,462500,466400,471400,476200,479400,482200,484500,486300
275845,Valley High-North Laguna,Sacramento,CA,Sacramento,Sacramento,151,196100,197900,199400,200000,202500,206900,209700,210700,212500,215500,219600,223500,226300
118849,Watts,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,152,281000,284900,290400,295200,299500,304100,307400,309500,312400,316000,319800,323500,326200
5568,Lawndale,Philadelphia,PA,Philadelphia,Philadelphia,153,87500,88600,88200,88400,88800,89600,91900,95400,96600,97800,100800,104300,106200
273594,Edenvale - Seven Trees,San Jose,CA,San Jose,Santa Clara,154,435600,442100,446200,449900,450500,448800,449800,454800,465600,481600,497200,509400,516100
274680,North,Arlington,TX,Dallas-Fort Worth,Tarrant,155,91200,92800,93900,94200,94200,95500,96900,97600,98900,100600,100900,100700,100900
37575,Brighton,Boston,MA,Boston,Suffolk,156,419400,420600,424400,429600,435100,438500,440200,441800,444300,446700,451000,454800,456600
210763,Frankford,Philadelphia,PA,Philadelphia,Philadelphia,157,61900,61800,62500,63500,64600,64600,64100,64700,65600,65500,66100,68800,71400
47950,Tarzana,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,158,384200,384400,385500,389100,392800,394600,394700,397400,403400,409800,414300,417500,419200
37835,Chatsworth,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,159,374400,376500,380400,385300,389300,391900,392900,395900,399500,403500,408800,414100,416300
274717,North Park,San Diego,CA,San Diego,San Diego,160,487800,495800,499700,495900,495600,507100,522400,532100,536800,540400,543000,544000,544200
417703,Corona Valley,Eastvale,CA,Riverside,Riverside,161,351900,349900,350600,356100,364600,368400,369100,369400,370500,374900,379800,382900,383200
271495,North Dallas,Dallas,TX,Dallas-Fort Worth,Dallas,162,233600,236800,240900,242700,242600,241600,240700,242100,245100,247300,250300,253800,256000
268097,Crenshaw,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,163,491500,497100,504400,517100,527600,533900,540200,549200,556300,564000,572600,581600,588600
241514,Bayside,Virginia Beach,VA,Virginia Beach,Virginia Beach City,164,149300,149100,150100,151700,152700,153000,152800,152800,152800,153300,153700,154000,154500
273887,Green Valley North,Henderson,NV,Las Vegas,Clark,165,128500,129000,129400,130400,132100,134600,136000,136700,138500,141500,145300,149200,151800
10768,Central Islip,Town of Islip,NY,New York,Suffolk,166,239500,242400,245700,249500,251800,251100,249700,249800,251000,254000,255600,255900,257300
113455,Anaheim Hills,Anaheim,CA,Los Angeles-Long Beach-Anaheim,Orange,167,497200,499300,500000,497900,497200,501700,507700,511100,512300,515000,519300,524600,527700
268002,Arleta,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,168,396900,399400,402300,405500,409100,411900,414900,418900,423200,426500,428900,429300,428700
113736,Berryessa,San Jose,CA,San Jose,Santa Clara,169,531300,536400,541400,549600,557900,563700,567700,572300,581400,597100,619500,642900,656300
268473,Silver Lake,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,170,859200,863300,873600,890500,903400,906900,900100,898200,910700,929600,942500,951500,957000
276400,Kalihi-Palama,Honolulu,HI,Urban Honolulu,Honolulu,171,289000,293300,294900,292700,290600,292300,294000,296800,301500,305300,306800,307700,308400
269585,Humboldt Park,Chicago,IL,Chicago,Cook,172,296600,300600,301700,302100,302800,302700,302400,303500,305600,306200,305300,304500,306800
275084,Powers,Colorado Springs,CO,Colorado Springs,El Paso,173,198500,199900,201600,203800,206100,208400,211200,214100,216600,218800,220300,222200,224300
274697,North Cheyenne,Las Vegas,NV,Las Vegas,Clark,174,153800,155700,157000,159100,162100,165700,168900,172300,175900,179400,181500,184500,188400
276253,Charleston Heights,Las Vegas,NV,Las Vegas,Clark,175,85500,86600,87400,88700,91000,93000,94900,97500,100800,104200,108000,110500,111800
403295,Lake View East,Chicago,IL,Chicago,Cook,176,311600,314200,316000,318100,320200,321700,322500,323300,324000,324800,325100,324600,324400
276311,East Reno,Reno,NV,Reno,Washoe,177,134000,134800,136100,138000,140900,143600,146400,149900,153700,156400,159400,163900,168300
